timestamp,open,high,low,close,volume
2026-02-12T03:45:00,9860.0,9888.0,9837.5,9870.5,0
2026-02-12T03:50:00,9858.0,9865.0,9840.0,9862.5,7841
2026-02-12T03:55:00,9857.0,9880.0,9856.0,9880.0,9285
2026-02-12T04:00:00,9876.5,9882.0,9865.0,9869.0,4421
2026-02-12T04:05:00,9872.5,9884.5,9869.0,9873.5,5194
2026-02-12T04:10:00,9875.0,9879.0,9865.0,9874.0,4679
2026-02-12T04:15:00,9874.0,9905.0,9874.0,9905.0,5885
2026-02-12T04:20:00,9905.0,9910.0,9879.5,9892.0,3709
2026-02-12T04:25:00,9892.5,9899.0,9880.5,9892.5,2787
2026-02-12T04:30:00,9893.0,9894.5,9875.0,9888.5,3257
2026-02-12T04:35:00,9889.0,9894.5,9881.0,9888.0,1708
2026-02-12T04:40:00,9891.0,9903.0,9888.0,9900.5,3031
2026-02-12T04:45:00,9903.0,9903.0,9895.5,9896.5,3362
2026-02-12T04:50:00,9900.0,9903.0,9883.0,9896.0,2088
2026-02-12T04:55:00,9896.0,9915.0,9888.0,9912.0,4881
2026-02-12T05:00:00,9912.5,9919.0,9901.0,9905.0,3426
2026-02-12T05:05:00,9905.0,9910.0,9888.0,9898.0,2308
2026-02-12T05:10:00,9898.0,9904.0,9896.5,9898.0,1593
2026-02-12T05:15:00,9898.0,9902.0,9882.0,9882.0,2087
2026-02-12T05:20:00,9884.0,9885.0,9877.0,9884.0,2947
2026-02-12T05:25:00,9884.0,9895.0,9881.5,9888.0,3828
2026-02-12T05:30:00,9888.0,9890.0,9878.5,9883.0,1697
2026-02-12T05:35:00,9883.0,9887.0,9880.0,9886.0,1924
2026-02-12T05:40:00,9885.5,9890.0,9878.5,9886.0,2332
2026-02-12T05:45:00,9886.0,9888.0,9884.0,9886.0,1531
2026-02-12T05:50:00,9886.5,9899.0,9886.0,9899.0,2911
2026-02-12T05:55:00,9895.5,9900.0,9889.0,9894.5,2802
2026-02-12T06:00:00,9894.0,9900.0,9892.0,9898.0,1484
2026-02-12T06:05:00,9898.0,9900.0,9888.0,9888.0,1863
2026-02-12T06:10:00,9888.5,9898.0,9888.0,9898.0,1108
2026-02-12T06:15:00,9898.0,9899.0,9890.5,9899.0,1967
2026-02-12T06:20:00,9899.0,9899.0,9882.5,9884.0,1841
2026-02-12T06:25:00,9884.0,9891.0,9870.0,9872.0,3227
2026-02-12T06:30:00,9872.0,9878.0,9870.0,9874.5,1510
2026-02-12T06:35:00,9874.5,9883.5,9874.0,9880.5,1920
2026-02-12T06:40:00,9880.0,9893.5,9880.0,9893.5,2476
2026-02-12T06:45:00,9891.5,9895.0,9887.0,9895.0,2713
2026-02-12T06:50:00,9895.0,9907.0,9891.0,9907.0,4661
2026-02-12T06:55:00,9908.0,9909.5,9901.5,9906.0,2753
2026-02-12T07:00:00,9906.0,9914.5,9906.0,9912.5,2475
2026-02-12T07:05:00,9915.0,9915.0,9905.5,9910.0,2307
2026-02-12T07:10:00,9910.0,9917.0,9906.5,9914.0,2642
2026-02-12T07:15:00,9915.0,9917.0,9910.0,9914.5,2276
2026-02-12T07:20:00,9914.5,9930.0,9910.0,9930.0,6768
2026-02-12T07:25:00,9929.0,9930.0,9903.0,9911.5,5618
2026-02-12T07:30:00,9907.5,9920.0,9907.5,9916.5,2314
2026-02-12T07:35:00,9913.0,9920.0,9910.0,9914.0,2384
2026-02-12T07:40:00,9914.0,9917.0,9906.5,9907.5,3323
2026-02-12T07:45:00,9908.0,9913.5,9904.0,9907.0,2528
2026-02-12T07:50:00,9900.5,9922.0,9900.5,9920.5,4547
2026-02-12T07:55:00,9920.5,9925.0,9906.0,9907.0,4651
2026-02-12T08:00:00,9909.5,9911.5,9887.0,9890.0,5557
2026-02-12T08:05:00,9887.0,9898.0,9884.5,9887.5,3790
2026-02-12T08:10:00,9890.5,9892.0,9872.5,9876.0,4205
2026-02-12T08:15:00,9880.0,9880.0,9860.0,9864.5,6567
2026-02-12T08:20:00,9865.0,9877.0,9854.5,9872.5,5146
2026-02-12T08:25:00,9877.0,9877.0,9869.0,9876.0,2565
2026-02-12T08:30:00,9875.5,9877.5,9851.0,9854.5,2802
2026-02-12T08:35:00,9858.5,9863.0,9851.0,9855.5,2519
2026-02-12T08:40:00,9852.0,9852.0,9812.0,9836.0,6331
2026-02-12T08:45:00,9836.0,9845.0,9827.5,9835.0,5098
2026-02-12T08:50:00,9835.5,9839.5,9822.0,9831.5,7281
2026-02-12T08:55:00,9831.0,9839.0,9826.5,9830.0,2601
2026-02-12T09:00:00,9827.5,9835.0,9823.0,9828.0,2092
2026-02-12T09:05:00,9828.0,9833.5,9820.5,9823.0,2143
2026-02-12T09:10:00,9822.5,9830.5,9820.0,9824.5,5011
2026-02-12T09:15:00,9823.0,9827.0,9818.5,9824.5,9863
2026-02-12T09:20:00,9820.0,9835.0,9816.5,9822.0,12061
2026-02-12T09:25:00,9828.5,9835.0,9820.0,9825.0,5386
2026-02-12T09:30:00,9827.0,9865.5,9827.0,9846.5,8350
2026-02-12T09:35:00,9846.5,9848.0,9840.5,9842.5,6537
2026-02-12T09:40:00,9842.5,9846.0,9827.0,9829.5,9256
2026-02-12T09:45:00,9828.5,9830.0,9820.0,9827.0,10039
2026-02-12T09:50:00,9827.0,9830.0,9819.5,9825.0,37625
2026-02-12T09:55:00,9825.5,9900.0,9825.0,9840.0,37593
2026-02-13T03:45:00,9800.5,9842.0,9780.0,9780.5,0
2026-02-13T03:50:00,9777.5,9790.0,9774.0,9787.0,2150
2026-02-13T03:55:00,9788.0,9796.5,9784.0,9787.5,1184
2026-02-13T04:00:00,9780.0,9786.0,9771.0,9771.0,895
2026-02-13T04:05:00,9769.0,9775.0,9761.0,9763.5,1635
2026-02-13T04:10:00,9762.5,9769.0,9748.5,9765.0,1186
2026-02-13T04:15:00,9765.0,9765.0,9752.0,9755.0,675
2026-02-13T04:20:00,9757.5,9769.5,9752.0,9762.5,987
2026-02-13T04:25:00,9762.5,9771.0,9754.0,9769.0,824
2026-02-13T04:30:00,9767.0,9776.5,9762.0,9767.0,837
2026-02-13T04:35:00,9767.0,9772.0,9763.0,9766.5,542
2026-02-13T04:40:00,9768.0,9786.0,9768.0,9773.0,1176
2026-02-13T04:45:00,9773.0,9775.0,9765.0,9767.5,555
2026-02-13T04:50:00,9764.5,9793.0,9762.5,9791.0,1487
2026-02-13T04:55:00,9790.5,9795.0,9783.0,9786.5,464
2026-02-13T05:00:00,9786.5,9790.0,9776.5,9779.5,1188
2026-02-13T05:05:00,9779.5,9790.0,9778.5,9786.0,982
2026-02-13T05:10:00,9784.5,9789.0,9783.5,9787.5,482
2026-02-13T05:15:00,9785.5,9787.5,9779.0,9781.0,490
2026-02-13T05:20:00,9778.5,9786.0,9770.5,9784.5,515
2026-02-13T05:25:00,9784.5,9787.5,9779.5,9779.5,424
2026-02-13T05:30:00,9778.5,9785.5,9775.0,9784.0,426
2026-02-13T05:35:00,9783.5,9790.5,9778.5,9790.0,715
2026-02-13T05:40:00,9789.0,9790.0,9784.5,9786.0,565
