timestamp,open,high,low,close,volume
2026-02-12T03:45:00,7760.0,7865.0,7760.0,7828.0,0
2026-02-12T03:50:00,7828.0,7840.0,7800.0,7826.5,39652
2026-02-12T03:55:00,7829.0,7840.0,7810.5,7810.5,25949
2026-02-12T04:00:00,7812.5,7828.0,7803.5,7820.0,16015
2026-02-12T04:05:00,7819.5,7835.0,7819.5,7830.5,15351
2026-02-12T04:10:00,7832.0,7858.0,7832.0,7858.0,32185
2026-02-12T04:15:00,7858.0,7884.0,7850.5,7863.5,31786
2026-02-12T04:20:00,7864.0,7866.5,7845.0,7855.5,17344
2026-02-12T04:25:00,7855.5,7855.5,7840.0,7847.0,12419
2026-02-12T04:30:00,7847.0,7849.0,7828.0,7828.0,15146
2026-02-12T04:35:00,7828.0,7855.0,7828.0,7850.5,10378
2026-02-12T04:40:00,7849.5,7853.5,7840.5,7849.0,7934
2026-02-12T04:45:00,7850.0,7852.0,7842.5,7852.0,4231
2026-02-12T04:50:00,7852.0,7865.5,7847.0,7856.5,15626
2026-02-12T04:55:00,7856.5,7859.5,7850.5,7858.0,6646
2026-02-12T05:00:00,7857.0,7860.0,7851.5,7858.0,6639
2026-02-12T05:05:00,7857.5,7860.0,7852.5,7858.5,7779
2026-02-12T05:10:00,7864.0,7866.0,7850.5,7852.5,9164
2026-02-12T05:15:00,7853.0,7855.0,7848.0,7855.0,6404
2026-02-12T05:20:00,7856.0,7861.0,7852.0,7858.0,5477
2026-02-12T05:25:00,7858.0,7861.5,7856.5,7857.0,4801
2026-02-12T05:30:00,7857.0,7864.0,7856.5,7864.0,4553
2026-02-12T05:35:00,7863.5,7874.5,7863.0,7874.5,13307
2026-02-12T05:40:00,7871.5,7876.5,7866.5,7874.5,12390
2026-02-12T05:45:00,7874.0,7884.0,7874.0,7882.0,11597
2026-02-12T05:50:00,7882.5,7907.5,7882.5,7902.0,40737
2026-02-12T05:55:00,7901.0,7914.0,7893.0,7893.5,16818
2026-02-12T06:00:00,7893.5,7897.5,7881.5,7896.5,10273
2026-02-12T06:05:00,7896.0,7907.0,7890.0,7895.5,12754
2026-02-12T06:10:00,7895.5,7905.0,7894.5,7900.0,4445
2026-02-12T06:15:00,7900.0,7902.5,7899.0,7902.0,4529
2026-02-12T06:20:00,7901.5,7908.0,7901.5,7908.0,4585
2026-02-12T06:25:00,7906.5,7910.0,7901.0,7902.0,8322
2026-02-12T06:30:00,7902.0,7904.5,7891.0,7894.5,6494
2026-02-12T06:35:00,7895.0,7902.0,7893.0,7893.5,5050
2026-02-12T06:40:00,7894.0,7899.0,7892.0,7898.0,4846
2026-02-12T06:45:00,7898.0,7905.0,7897.5,7903.5,4112
2026-02-12T06:50:00,7903.0,7908.0,7902.0,7907.5,9288
2026-02-12T06:55:00,7906.0,7908.0,7903.5,7904.5,3825
2026-02-12T07:00:00,7904.0,7918.5,7904.0,7918.5,13363
2026-02-12T07:05:00,7917.0,7925.0,7911.0,7916.5,14386
2026-02-12T07:10:00,7916.5,7920.0,7913.0,7916.5,8022
2026-02-12T07:15:00,7915.5,7926.0,7914.0,7923.0,10466
2026-02-12T07:20:00,7921.0,7927.0,7920.5,7925.0,7992
2026-02-12T07:25:00,7927.0,7968.0,7925.5,7954.5,44749
2026-02-12T07:30:00,7954.5,7960.0,7947.0,7952.0,13773
2026-02-12T07:35:00,7950.0,7952.0,7929.5,7934.0,16462
2026-02-12T07:40:00,7933.0,7942.0,7931.5,7933.5,10372
2026-02-12T07:45:00,7933.5,7937.5,7925.0,7933.0,10967
2026-02-12T07:50:00,7930.5,7949.0,7927.5,7948.5,7911
2026-02-12T07:55:00,7949.0,7954.5,7947.5,7951.0,9704
2026-02-12T08:00:00,7951.0,7955.0,7949.0,7951.0,10819
2026-02-12T08:05:00,7951.5,7955.0,7950.0,7952.5,5038
2026-02-12T08:10:00,7955.5,7957.0,7951.0,7955.5,4754
2026-02-12T08:15:00,7955.5,7957.0,7937.0,7938.5,19246
2026-02-12T08:20:00,7938.0,7940.0,7922.0,7933.0,12973
2026-02-12T08:25:00,7934.0,7935.0,7930.0,7933.5,4947
2026-02-12T08:30:00,7935.0,7940.0,7933.0,7938.0,5693
2026-02-12T08:35:00,7937.5,7943.0,7935.0,7937.0,3321
2026-02-12T08:40:00,7937.0,7941.0,7936.5,7941.0,3479
2026-02-12T08:45:00,7941.0,7941.0,7935.0,7936.5,5303
2026-02-12T08:50:00,7936.0,7948.0,7935.0,7947.5,7737
2026-02-12T08:55:00,7949.0,7949.0,7935.5,7936.0,7774
2026-02-12T09:00:00,7942.0,7944.5,7937.5,7944.5,3452
2026-02-12T09:05:00,7942.0,7943.5,7936.0,7936.0,5305
2026-02-12T09:10:00,7938.5,7939.0,7931.0,7935.5,16431
2026-02-12T09:15:00,7938.0,7939.0,7906.5,7908.0,33292
2026-02-12T09:20:00,7908.0,7924.0,7903.5,7916.0,13741
2026-02-12T09:25:00,7917.5,7924.5,7914.0,7924.5,9931
2026-02-12T09:30:00,7925.0,7943.0,7925.0,7941.0,20839
2026-02-12T09:35:00,7940.5,7950.0,7940.0,7949.0,24591
2026-02-12T09:40:00,7949.5,7950.5,7943.0,7943.0,25276
2026-02-12T09:45:00,7943.0,7952.5,7940.0,7945.5,28531
2026-02-12T09:50:00,7945.5,7952.0,7940.0,7942.0,40990
2026-02-12T09:55:00,7944.0,7944.5,7923.5,7943.0,15873
2026-02-13T03:45:00,7900.0,7975.5,7900.0,7950.5,0
2026-02-13T03:50:00,7947.5,7952.5,7933.0,7946.0,14483
2026-02-13T03:55:00,7947.5,7952.0,7927.5,7927.5,11469
2026-02-13T04:00:00,7921.5,7931.5,7915.0,7922.0,10333
2026-02-13T04:05:00,7926.0,7935.0,7920.5,7933.5,6464
2026-02-13T04:10:00,7937.5,7950.0,7935.0,7946.0,7979
2026-02-13T04:15:00,7946.0,7946.0,7936.5,7943.0,10255
2026-02-13T04:20:00,7943.5,7960.0,7942.0,7950.0,8428
2026-02-13T04:25:00,7952.0,7960.0,7945.0,7957.0,5470
2026-02-13T04:30:00,7955.0,7957.5,7946.5,7946.5,5715
2026-02-13T04:35:00,7948.0,7948.0,7932.0,7937.0,6257
2026-02-13T04:40:00,7939.0,7947.0,7932.5,7939.5,7741
2026-02-13T04:45:00,7939.5,7939.5,7930.0,7936.5,6405
2026-02-13T04:50:00,7938.5,7957.5,7935.5,7956.0,5431
2026-02-13T04:55:00,7957.0,7962.0,7956.0,7957.0,6734
2026-02-13T05:00:00,7959.0,7975.0,7958.0,7964.0,11955
2026-02-13T05:05:00,7964.0,7965.0,7957.5,7960.0,4942
